,id,site,cv,size,err
176,P0016,c,loos,600.0,0.264387997672
177,P0016,c,loos,700.0,0.195151011199
178,P0016,c,loos,800.0,0.15352737498
179,P0016,c,loos,900.0,0.150474430605
180,P0017,g,rand,50.0,3.25097607759
181,P0017,g,rand,100.0,2.26550780249
182,P0017,g,rand,200.0,1.64732604553
183,P0017,g,rand,300.0,1.57098638374
184,P0017,g,rand,400.0,1.46965361616
185,P0017,g,rand,500.0,1.11423800287
186,P0017,g,rand,600.0,1.15507042117
187,P0017,g,rand,700.0,1.03021304239
188,P0017,g,rand,800.0,1.023745695
189,P0017,g,rand,900.0,0.967588454839
190,P0017,i,loos,50.0,2.70845484693
191,P0017,i,loos,100.0,1.93705157794
192,P0017,i,loos,200.0,1.78241330645
193,P0017,i,loos,300.0,1.5057009354
194,P0017,i,loos,400.0,1.23570355121
195,P0017,i,loos,500.0,1.30179623094
196,P0017,i,loos,600.0,0.962708829737
197,P0017,i,loos,700.0,0.75297513045
198,P0017,i,loos,800.0,0.791477289825
199,P0017,i,loos,900.0,0.869410398357
200,P0018,c,loos,50.0,5.34026573863
201,P0018,c,loos,100.0,5.25252612997
202,P0018,c,loos,200.0,6.04236418026
203,P0018,c,loos,300.0,5.71369489295
204,P0018,c,loos,400.0,5.53384283224
205,P0018,c,loos,500.0,5.68913714401
206,P0018,c,loos,600.0,5.37947964153
207,P0018,c,loos,700.0,5.28705225603
208,P0018,c,loos,800.0,5.23472294783
209,P0018,c,loos,900.0,5.15027159879
210,P0018,d,rand,50.0,6.97839198188
211,P0018,d,rand,100.0,8.30669158243
212,P0018,d,rand,200.0,8.57256718608
213,P0018,d,rand,300.0,9.36996299949
214,P0018,d,rand,400.0,8.84141075134
215,P0018,d,rand,500.0,9.55163739333
216,P0018,d,rand,600.0,9.20925203019
217,P0018,d,rand,700.0,9.0872144358
218,P0018,d,rand,800.0,8.6757487414
219,P0018,d,rand,900.0,8.92644698511
220,P0019,c,loos,50.0,4.39052365167
221,P0019,c,loos,100.0,3.89722604903
222,P0019,c,loos,200.0,3.57165783705
223,P0019,c,loos,300.0,2.86273704494
224,P0019,c,loos,400.0,2.39921180534
225,P0019,c,loos,500.0,2.57156580676
226,P0019,c,loos,600.0,2.53995508141
227,P0019,c,loos,700.0,2.45610315068
228,P0019,c,loos,800.0,2.30954368665
229,P0019,c,loos,900.0,2.57034639703
230,P0019,g,rand,50.0,3.6667341094
231,P0019,g,rand,100.0,2.77430739944
232,P0019,g,rand,200.0,2.42464753026
233,P0019,g,rand,300.0,2.23226030147
234,P0019,g,rand,400.0,1.88514664334
235,P0019,g,rand,500.0,1.61483982173
236,P0019,g,rand,600.0,1.50489734272
237,P0019,g,rand,700.0,1.30169931046
238,P0019,g,rand,800.0,1.23537953113
239,P0019,g,rand,900.0,1.19891962019
240,P0022,c,loos,50.0,9.95726179674
241,P0022,c,loos,100.0,8.74396208861
242,P0022,c,loos,200.0,6.07339492518
243,P0022,c,loos,300.0,5.94942287135
244,P0022,c,loos,400.0,5.57191962141
245,P0022,c,loos,500.0,5.19897565491
246,P0022,c,loos,600.0,5.0440060938
247,P0022,c,loos,700.0,4.65289772684
248,P0022,c,loos,800.0,4.86413269971
249,P0022,c,loos,900.0,4.97396131027
250,P0022,i,rand,50.0,7.72242565602
251,P0022,i,rand,100.0,5.79426904807
252,P0022,i,rand,200.0,3.98322753667
253,P0022,i,rand,300.0,3.31205245216
254,P0022,i,rand,400.0,2.70771595622
255,P0022,i,rand,500.0,2.36915659206
256,P0022,i,rand,600.0,1.84624997095
257,P0022,i,rand,700.0,1.7939552282
258,P0022,i,rand,800.0,1.51345655952
259,P0022,i,rand,900.0,1.24634681934
260,P0028,c,loos,50.0,4.9155946604
261,P0028,c,loos,100.0,4.68956746631
262,P0028,c,loos,200.0,3.72666120895
263,P0028,c,loos,300.0,2.950538815
264,P0028,c,loos,400.0,2.33722360085
265,P0028,c,loos,500.0,2.28873247233
266,P0028,c,loos,600.0,2.06559373258
267,P0028,c,loos,700.0,1.64652919051
268,P0028,c,loos,800.0,1.729004316
269,P0028,c,loos,900.0,1.58910125844
270,P0028,c,rand,50.0,3.5774685976
271,P0028,c,rand,100.0,2.61663606297
272,P0028,c,rand,200.0,2.44398924983
273,P0028,c,rand,300.0,1.25731743465
274,P0028,c,rand,400.0,0.768413259575
275,P0028,c,rand,500.0,0.629000780021
276,P0028,c,rand,600.0,0.714074153366
277,P0028,c,rand,700.0,0.444872833146
278,P0028,c,rand,800.0,0.268131492476
279,P0028,c,rand,900.0,0.205840521559
280,P0031,c,loos,50.0,12.0168139274
281,P0031,c,loos,100.0,14.1336164889
282,P0031,c,loos,200.0,13.9646175333
283,P0031,c,loos,300.0,15.981769705
284,P0031,c,loos,400.0,17.5271491238
285,P0031,c,loos,500.0,19.2094137434
286,P0031,c,loos,600.0,20.8712080361
287,P0031,c,loos,700.0,19.6178020722
288,P0031,c,loos,800.0,21.0942962374
289,P0031,c,loos,900.0,21.0085822111
290,P0031,j,rand,50.0,9.56272265817
291,P0031,j,rand,100.0,10.6842359289
292,P0031,j,rand,200.0,11.7435021925
293,P0031,j,rand,300.0,12.3712235339
294,P0031,j,rand,400.0,12.5090970165
295,P0031,j,rand,500.0,13.5688937475
296,P0031,j,rand,600.0,13.0765320461
297,P0031,j,rand,700.0,13.5727945161
298,P0031,j,rand,800.0,12.5581843662
299,P0031,j,rand,900.0,13.6410156185
300,P0032,a,rand,50.0,3.12726217582
301,P0032,a,rand,100.0,3.09774080696
302,P0032,a,rand,200.0,1.62013105249
303,P0032,a,rand,300.0,1.38196903644
304,P0032,a,rand,400.0,0.933528203934
305,P0032,a,rand,500.0,1.02390179061
306,P0032,a,rand,600.0,0.819935048941
307,P0032,a,rand,700.0,0.653868265324
308,P0032,a,rand,800.0,0.453866158688
309,P0032,a,rand,900.0,0.407489774003
310,P0032,c,loos,50.0,2.08982556382
311,P0032,c,loos,100.0,1.40414018459
312,P0032,c,loos,200.0,0.768839726227
313,P0032,c,loos,300.0,0.729760205449
314,P0032,c,loos,400.0,0.408041906904
315,P0032,c,loos,500.0,0.27730639099
316,P0032,c,loos,600.0,0.234846119585
317,P0032,c,loos,700.0,0.138571926182
318,P0032,c,loos,800.0,0.118150045325
319,P0032,c,loos,900.0,0.0993415257152
320,P0033,c,loos,50.0,1.28414768994
321,P0033,c,loos,100.0,0.659309196873
322,P0033,c,loos,200.0,0.697601216685
323,P0033,c,loos,300.0,0.431561374394
324,P0033,c,loos,400.0,0.340250572733
325,P0033,c,loos,500.0,0.189040115923
326,P0033,c,loos,600.0,0.203248733061
327,P0033,c,loos,700.0,0.12458817263
328,P0033,c,loos,800.0,0.0919715806609
329,P0033,c,loos,900.0,0.0601745295885
330,P0033,k,rand,50.0,0.901165430265
331,P0033,k,rand,100.0,0.643187100145
332,P0033,k,rand,200.0,0.634915301829
333,P0033,k,rand,300.0,0.417551282605
334,P0033,k,rand,400.0,0.303648687116
335,P0033,k,rand,500.0,0.21752660451
336,P0033,k,rand,600.0,0.2224029879
337,P0033,k,rand,700.0,0.171967438937
338,P0033,k,rand,800.0,0.115041369658
339,P0033,k,rand,900.0,0.10011944946
340,P0034,c,loos,50.0,4.35688380549
341,P0034,c,loos,100.0,5.98487640042
342,P0034,c,loos,200.0,6.06274209658
343,P0034,c,loos,300.0,6.21263972979
344,P0034,c,loos,400.0,5.79952328888
345,P0034,c,loos,500.0,5.52689896174
346,P0034,c,loos,600.0,5.206133598
347,P0034,c,loos,700.0,5.04446064925
348,P0034,c,loos,800.0,4.7752375283
349,P0034,c,loos,900.0,4.377423622
350,P0034,g,rand,50.0,5.31431206372
351,P0034,g,rand,100.0,6.78027771422
352,P0034,g,rand,200.0,9.0178528026
353,P0034,g,rand,300.0,8.93415878272
354,P0034,g,rand,400.0,9.08961809429
355,P0034,g,rand,500.0,8.54935291439
356,P0034,g,rand,600.0,8.0229338129
357,P0034,g,rand,700.0,8.46036686764
358,P0034,g,rand,800.0,7.73874472817
359,P0034,g,rand,900.0,7.59096373026
360,P0035,c,loos,50.0,1.53502109267
361,P0035,c,loos,100.0,1.87104987371
362,P0035,c,loos,200.0,2.23700481928
363,P0035,c,loos,300.0,2.37911889976
364,P0035,c,loos,400.0,2.23286086798
365,P0035,c,loos,500.0,2.07704468888
366,P0035,c,loos,600.0,1.86510631114
367,P0035,c,loos,700.0,1.58130735318
368,P0035,c,loos,800.0,1.42784853183
369,P0035,c,loos,900.0,1.32153121859
370,P0035,m,rand,50.0,1.92520263791
371,P0035,m,rand,100.0,2.27007074858
372,P0035,m,rand,200.0,3.35715639573
373,P0035,m,rand,300.0,3.08119332399
374,P0035,m,rand,400.0,2.80442542636
375,P0035,m,rand,500.0,2.71171842884
376,P0035,m,rand,600.0,2.55011350149
377,P0035,m,rand,700.0,2.54319661372
378,P0035,m,rand,800.0,2.05828606402
379,P0035,m,rand,900.0,1.99174123928
380,P0036,a,rand,50.0,1.74457478736
381,P0036,a,rand,100.0,1.82495004073
382,P0036,a,rand,200.0,1.95628976901
383,P0036,a,rand,300.0,2.63166586178
384,P0036,a,rand,400.0,2.61792525192
385,P0036,a,rand,500.0,3.41917331568
386,P0036,a,rand,600.0,3.6522229155
387,P0036,a,rand,700.0,3.62874595044
388,P0036,a,rand,800.0,3.66792829881
389,P0036,a,rand,900.0,3.75167597656
390,P0036,c,loos,50.0,1.53504751494
391,P0036,c,loos,100.0,1.20044116397
392,P0036,c,loos,200.0,1.28732769697
393,P0036,c,loos,300.0,1.68701006879
394,P0036,c,loos,400.0,1.47583182346
395,P0036,c,loos,500.0,1.44441013277
396,P0036,c,loos,600.0,1.58150411668
397,P0036,c,loos,700.0,1.7592043782
398,P0036,c,loos,800.0,1.53601390672
399,P0036,c,loos,900.0,1.51815991193
400,P0039,c,loos,50.0,3.31268082489
401,P0039,c,loos,100.0,3.20705923586
402,P0039,c,loos,200.0,3.05172567947
403,P0039,c,loos,300.0,2.5658238931
404,P0039,c,loos,400.0,2.65169268357
405,P0039,c,loos,500.0,2.63285225432
406,P0039,c,loos,600.0,2.44332983076
407,P0039,c,loos,700.0,2.32495496972
408,P0039,c,loos,800.0,2.42193710662
409,P0039,c,loos,900.0,2.6508952824
410,P0039,j,rand,50.0,1.90385479593
411,P0039,j,rand,100.0,1.60834893731
412,P0039,j,rand,200.0,1.84907038864
413,P0039,j,rand,300.0,1.56630223953
414,P0039,j,rand,400.0,1.21014525799
415,P0039,j,rand,500.0,1.16395448753
416,P0039,j,rand,600.0,0.758616703279
417,P0039,j,rand,700.0,0.796159668128
418,P0039,j,rand,800.0,0.734437609182
419,P0039,j,rand,900.0,0.757754372159
420,P0040,c,loos,50.0,3.27938237248
421,P0040,c,loos,100.0,5.00998961655
422,P0040,c,loos,200.0,4.84350748544
423,P0040,c,loos,300.0,5.73904612302
424,P0040,c,loos,400.0,4.84871678515
425,P0040,c,loos,500.0,4.81673640095
426,P0040,c,loos,600.0,4.77127834008
427,P0040,c,loos,700.0,5.08731655808
428,P0040,c,loos,800.0,5.09677655325
429,P0040,c,loos,900.0,4.9463599076
430,P0040,g,rand,50.0,5.57907664186
431,P0040,g,rand,100.0,6.24960058571
432,P0040,g,rand,200.0,6.99618864247
433,P0040,g,rand,300.0,7.23947507447
434,P0040,g,rand,400.0,7.12684353127
435,P0040,g,rand,500.0,7.28093629659
436,P0040,g,rand,600.0,6.94149351219
437,P0040,g,rand,700.0,7.50797100246
438,P0040,g,rand,800.0,7.07916463898
439,P0040,g,rand,900.0,7.69704376666
440,P0041,c,loos,50.0,10.8555401129
441,P0041,c,loos,100.0,8.74034723351
442,P0041,c,loos,200.0,7.79971636366
443,P0041,c,loos,300.0,7.70096416048
444,P0041,c,loos,400.0,6.81841146489
445,P0041,c,loos,500.0,6.78689219257
446,P0041,c,loos,600.0,6.50760232765
447,P0041,c,loos,700.0,5.92450125408
448,P0041,c,loos,800.0,5.64748538948
449,P0041,c,loos,900.0,5.6069055769
450,P0041,g,rand,50.0,9.0881086411
451,P0041,g,rand,100.0,7.14786187353
452,P0041,g,rand,200.0,4.42939805493
453,P0041,g,rand,300.0,3.63756893712
454,P0041,g,rand,400.0,3.42489313776
455,P0041,g,rand,500.0,3.35403702017
456,P0041,g,rand,600.0,2.82027020806
457,P0041,g,rand,700.0,2.53415353261
458,P0041,g,rand,800.0,2.30895465861
459,P0041,g,rand,900.0,2.30597021081
460,P0048,c,loos,50.0,7.60242229417
461,P0048,c,loos,100.0,7.42832726701
462,P0048,c,loos,200.0,6.40856182594
463,P0048,c,loos,300.0,6.32727879242
464,P0048,c,loos,400.0,5.85125744566
465,P0048,c,loos,500.0,5.3981355155
466,P0048,c,loos,600.0,5.111051929
467,P0048,c,loos,700.0,4.97097656872
468,P0048,c,loos,800.0,4.91103150357
469,P0048,c,loos,900.0,4.58719891739
470,P0048,i,rand,50.0,11.5938026545
471,P0048,i,rand,100.0,9.16003234468
472,P0048,i,rand,200.0,9.37716290559
473,P0048,i,rand,300.0,8.93952405389
474,P0048,i,rand,400.0,8.33284765583
475,P0048,i,rand,500.0,7.98863280645
476,P0048,i,rand,600.0,7.34566161907
477,P0048,i,rand,700.0,6.89129367086
478,P0048,i,rand,800.0,6.81907125159
479,P0048,i,rand,900.0,6.40754352045
480,P0049,a,rand,50.0,1.80107398842
481,P0049,a,rand,100.0,2.47016128754
482,P0049,a,rand,200.0,1.89428606949
483,P0049,a,rand,300.0,1.71533586001
484,P0049,a,rand,400.0,1.55502374705
485,P0049,a,rand,500.0,1.30817159359
486,P0049,a,rand,600.0,1.00351251743
487,P0049,a,rand,700.0,0.850302432399
488,P0049,a,rand,800.0,0.801846331488
489,P0049,a,rand,900.0,0.657514870386
490,P0049,g,loos,50.0,2.49992666098
491,P0049,g,loos,100.0,2.68439274763
492,P0049,g,loos,200.0,2.40934547821
493,P0049,g,loos,300.0,2.06065850067
494,P0049,g,loos,400.0,1.87580714836
495,P0049,g,loos,500.0,1.65347953885
496,P0049,g,loos,600.0,1.51569186013
497,P0049,g,loos,700.0,1.39423526257
498,P0049,g,loos,800.0,1.38357034018
499,P0049,g,loos,900.0,1.58953426214
500,P0050,d,rand,50.0,3.3876705769
501,P0050,d,rand,100.0,3.20777212844
502,P0050,d,rand,200.0,1.4691638167
503,P0050,d,rand,300.0,1.18825324227
504,P0050,d,rand,400.0,0.904316056002
505,P0050,d,rand,500.0,0.72202267108
506,P0050,d,rand,600.0,0.500643862281
507,P0050,d,rand,700.0,0.376841543578
508,P0050,d,rand,800.0,0.312609123711
509,P0050,d,rand,900.0,0.27350250073
510,P0050,g,loos,50.0,3.82606199265
511,P0050,g,loos,100.0,3.4890578487
512,P0050,g,loos,200.0,2.72037094256
513,P0050,g,loos,300.0,1.65953715309
514,P0050,g,loos,400.0,1.47697908357
515,P0050,g,loos,500.0,1.11892472028
516,P0050,g,loos,600.0,0.93933192533
517,P0050,g,loos,700.0,0.866674019743
518,P0050,g,loos,800.0,0.66304374762
519,P0050,g,loos,900.0,0.60413991931
520,P0051,g,loos,50.0,3.11796622672
521,P0051,g,loos,100.0,2.2021607875
522,P0051,g,loos,200.0,0.917054713095
523,P0051,g,loos,300.0,0.753381185869
524,P0051,g,loos,400.0,0.439173392281
525,P0051,g,loos,500.0,0.425032972259
526,P0051,g,loos,600.0,0.302013753122
527,P0051,g,loos,700.0,0.198960784819
528,P0051,g,loos,800.0,0.1633153292
529,P0051,g,loos,900.0,0.0950211657758
530,P0051,m,rand,50.0,5.07298487808
531,P0051,m,rand,100.0,3.40824900004
532,P0051,m,rand,200.0,2.96283513291
533,P0051,m,rand,300.0,2.5357523007
534,P0051,m,rand,400.0,2.08559626569
535,P0051,m,rand,500.0,1.91713313463
536,P0051,m,rand,600.0,1.32164981613
537,P0051,m,rand,700.0,1.45603196288
538,P0051,m,rand,800.0,1.31482808118
539,P0051,m,rand,900.0,1.15742976546
540,P0053,c,loos,50.0,6.29536197706
541,P0053,c,loos,100.0,4.90027348353
542,P0053,c,loos,200.0,3.96483436891
543,P0053,c,loos,300.0,2.37029378647
544,P0053,c,loos,400.0,2.27515898075
545,P0053,c,loos,500.0,1.92951129162
546,P0053,c,loos,600.0,1.96943500779
547,P0053,c,loos,700.0,1.93357276558
548,P0053,c,loos,800.0,1.64723202509
549,P0053,c,loos,900.0,1.98239977866
550,P0053,m,rand,50.0,4.61437021248
551,P0053,m,rand,100.0,3.74058305615
552,P0053,m,rand,200.0,1.93057751843
553,P0053,m,rand,300.0,1.73103226012
554,P0053,m,rand,400.0,1.5356407135
555,P0053,m,rand,500.0,1.33437185525
556,P0053,m,rand,600.0,1.10768263769
557,P0053,m,rand,700.0,1.40020312849
558,P0053,m,rand,800.0,1.15283692236
559,P0053,m,rand,900.0,1.14904657969
560,P0057,c,loos,50.0,2.40463660961
561,P0057,c,loos,100.0,1.78484430758
562,P0057,c,loos,200.0,1.19232542036
563,P0057,c,loos,300.0,0.961011794964
564,P0057,c,loos,400.0,0.678374471352
565,P0057,c,loos,500.0,0.473232815823
566,P0057,c,loos,600.0,0.398765077507
567,P0057,c,loos,700.0,0.379809657769
568,P0057,c,loos,800.0,0.259355031164
569,P0057,c,loos,900.0,0.182973314776
570,P0057,e,rand,50.0,1.24980228951
571,P0057,e,rand,100.0,1.16864982725
572,P0057,e,rand,200.0,0.832736659461
573,P0057,e,rand,300.0,0.630147886489
574,P0057,e,rand,400.0,0.479161543122
575,P0057,e,rand,500.0,0.348303035842
576,P0057,e,rand,600.0,0.343160380682
577,P0057,e,rand,700.0,0.327656633654
578,P0057,e,rand,800.0,0.279217657055
579,P0057,e,rand,900.0,0.29171416057
580,P0058,c,loos,50.0,2.5597019402
581,P0058,c,loos,100.0,2.64077837696
582,P0058,c,loos,200.0,1.9722616922
583,P0058,c,loos,300.0,1.74242027945
584,P0058,c,loos,400.0,1.64800286353
585,P0058,c,loos,500.0,1.24169243343
586,P0058,c,loos,600.0,1.15840358538
587,P0058,c,loos,700.0,0.939733071953
588,P0058,c,loos,800.0,0.862315715606
589,P0058,c,loos,900.0,0.634689745541
590,P0058,e,rand,50.0,3.91924660361
591,P0058,e,rand,100.0,3.58016962284
592,P0058,e,rand,200.0,3.84875061482
593,P0058,e,rand,300.0,3.1927455422
594,P0058,e,rand,400.0,2.59039778
595,P0058,e,rand,500.0,2.37388828074
596,P0058,e,rand,600.0,2.59183082547
597,P0058,e,rand,700.0,2.23333429461
598,P0058,e,rand,800.0,1.79926870202
599,P0058,e,rand,900.0,1.65095018528
600,P0061,c,loos,50.0,4.77486437865
601,P0061,c,loos,100.0,5.37309990948
602,P0061,c,loos,200.0,5.28140855795
603,P0061,c,loos,300.0,5.4827691834
604,P0061,c,loos,400.0,5.57707791132
605,P0061,c,loos,500.0,5.59627311109
606,P0061,c,loos,600.0,4.93319719676
607,P0061,c,loos,700.0,5.09128136552
608,P0061,c,loos,800.0,4.82328594765
609,P0061,c,loos,900.0,4.91039115611
610,P0061,e,rand,50.0,3.53454350371
611,P0061,e,rand,100.0,3.26964678132
612,P0061,e,rand,200.0,2.8558166752
613,P0061,e,rand,300.0,3.0699684415
614,P0061,e,rand,400.0,2.70252270798
615,P0061,e,rand,500.0,3.00819633262
616,P0061,e,rand,600.0,2.52924204831
617,P0061,e,rand,700.0,2.5806998472
618,P0061,e,rand,800.0,2.50232174339
619,P0061,e,rand,900.0,2.55734109254
620,P0063,c,loos,50.0,6.93356182069
621,P0063,c,loos,100.0,6.1375307579
622,P0063,c,loos,200.0,5.21273610105
623,P0063,c,loos,300.0,6.02148241322
624,P0063,c,loos,400.0,6.22050164989
625,P0063,c,loos,500.0,6.22165410788
626,P0063,c,loos,600.0,6.5174189683
627,P0063,c,loos,700.0,6.55873993992
628,P0063,c,loos,800.0,6.81475772345
629,P0063,c,loos,900.0,6.87999200972
630,P0063,k,rand,50.0,5.0912647734
631,P0063,k,rand,100.0,3.94016523522
632,P0063,k,rand,200.0,3.60455446017
633,P0063,k,rand,300.0,4.11550683662
